,Image Id,Genere,Image Path
889,tt0090774,Comedy,Movie_Poster_Dataset/1986/tt0090774.jpg
890,tt0091055,"Action, Adventure, Comedy",Movie_Poster_Dataset/1986/tt0091055.jpg
891,tt0090728,"Action, Adventure, Comedy",Movie_Poster_Dataset/1986/tt0090728.jpg
892,tt0092133,"Comedy, Drama, Music",Movie_Poster_Dataset/1986/tt0092133.jpg
893,tt0091575,"Action, Crime, Drama",Movie_Poster_Dataset/1986/tt0091575.jpg
894,tt0090917,"Drama, Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0090917.jpg
895,tt0091474,"Crime, Mystery, Thriller",Movie_Poster_Dataset/1986/tt0091474.jpg
896,tt0090756,"Mystery, Thriller",Movie_Poster_Dataset/1986/tt0090756.jpg
897,tt0092226,"Comedy, Crime",Movie_Poster_Dataset/1986/tt0092226.jpg
898,tt0091983,"Comedy, Crime, Romance",Movie_Poster_Dataset/1986/tt0091983.jpg
899,tt0091445,"Comedy, Drama, Romance",Movie_Poster_Dataset/1986/tt0091445.jpg
900,tt0091178,"Horror, Comedy, Musical",Movie_Poster_Dataset/1986/tt0091178.jpg
901,tt0092076,"Comedy, Horror",Movie_Poster_Dataset/1986/tt0092076.jpg
902,tt0090713,"Comedy, Drama, Sport",Movie_Poster_Dataset/1986/tt0090713.jpg
903,tt0091814,"Crime, Drama, Thriller",Movie_Poster_Dataset/1986/tt0091814.jpg
904,tt0091499,"Action, Comedy, Horror",Movie_Poster_Dataset/1986/tt0091499.jpg
905,tt0090327,"Horror, Mystery, Thriller",Movie_Poster_Dataset/1986/tt0090327.jpg
906,tt0090768,"Drama, Fantasy",Movie_Poster_Dataset/1986/tt0090768.jpg
907,tt0091605,"Crime, Mystery, Thriller",Movie_Poster_Dataset/1986/tt0091605.jpg
908,tt0091939,"Comedy, Romance",Movie_Poster_Dataset/1986/tt0091939.jpg
909,tt0090753,"Action, Crime, Drama",Movie_Poster_Dataset/1986/tt0090753.jpg
910,tt0092112,"Comedy, Horror, Music",Movie_Poster_Dataset/1986/tt0092112.jpg
911,tt0090735,"Action, Sci-Fi, Thriller",Movie_Poster_Dataset/1986/tt0090735.jpg
912,tt0091310,Drama,Movie_Poster_Dataset/1986/tt0091310.jpg
913,tt0091051,"Action, Comedy, Crime",Movie_Poster_Dataset/1986/tt0091051.jpg
914,tt0091584,"Animation, Family, Fantasy",Movie_Poster_Dataset/1986/tt0091584.jpg
915,tt0091203,"Action, Adventure, Fantasy",Movie_Poster_Dataset/1986/tt0091203.jpg
916,tt0092106,"Animation, Action, Adventure",Movie_Poster_Dataset/1986/tt0092106.jpg
917,tt0091209,Thriller,Movie_Poster_Dataset/1986/tt0091209.jpg
918,tt0091538,"Crime, Drama, Romance",Movie_Poster_Dataset/1986/tt0091538.jpg
919,tt0092115,"Fantasy, Horror",Movie_Poster_Dataset/1986/tt0092115.jpg
920,tt0090567,"Crime, Thriller",Movie_Poster_Dataset/1986/tt0090567.jpg
921,tt0091706,"Action, Crime, Thriller",Movie_Poster_Dataset/1986/tt0091706.jpg
922,tt0092147,"Comedy, Horror",Movie_Poster_Dataset/1986/tt0092147.jpg
923,tt0091276,"Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0091276.jpg
924,tt0090693,"Action, Crime, Drama",Movie_Poster_Dataset/1986/tt0090693.jpg
925,tt0090631,"Drama, Sport",Movie_Poster_Dataset/1986/tt0090631.jpg
926,tt0091668,"Comedy, Crime, Romance",Movie_Poster_Dataset/1986/tt0091668.jpg
927,tt0091579,Comedy,Movie_Poster_Dataset/1986/tt0091579.jpg
928,tt0092173,"Drama, Romance",Movie_Poster_Dataset/1986/tt0092173.jpg
929,tt0091344,"Action, Adventure, Horror",Movie_Poster_Dataset/1986/tt0091344.jpg
930,tt0090678,"Action, Drama, Thriller",Movie_Poster_Dataset/1986/tt0090678.jpg
931,tt0089695,"Action, Crime, Drama",Movie_Poster_Dataset/1986/tt0089695.jpg
932,tt0091053,"Drama, Romance",Movie_Poster_Dataset/1986/tt0091053.jpg
933,tt0091003,"Action, Adventure, Fantasy",Movie_Poster_Dataset/1986/tt0091003.jpg
934,tt0092079,"Comedy, Drama",Movie_Poster_Dataset/1986/tt0092079.jpg
935,tt0092042,Adventure,Movie_Poster_Dataset/1986/tt0092042.jpg
936,tt0091472,"Sci-Fi, Thriller",Movie_Poster_Dataset/1986/tt0091472.jpg
937,tt0091786,Drama,Movie_Poster_Dataset/1986/tt0091786.jpg
938,tt0092240,"Action, Horror, Romance",Movie_Poster_Dataset/1986/tt0092240.jpg
939,tt0091313,"Action, Drama, Thriller",Movie_Poster_Dataset/1986/tt0091313.jpg
940,tt0090557,"Drama, Music",Movie_Poster_Dataset/1986/tt0090557.jpg
941,tt0091603,"Drama, Action",Movie_Poster_Dataset/1986/tt0091603.jpg
942,tt0090779,"Action, Thriller, Drama",Movie_Poster_Dataset/1986/tt0090779.jpg
943,tt0091954,"Biography, Drama, Music",Movie_Poster_Dataset/1986/tt0091954.jpg
944,tt0092850,"Comedy, Horror",Movie_Poster_Dataset/1986/tt0092850.jpg
945,tt0104401,"Family, Animation, Comedy",Movie_Poster_Dataset/1986/tt0104401.jpg
946,tt0091508,Drama,Movie_Poster_Dataset/1986/tt0091508.jpg
947,tt0092022,"Drama, Sport",Movie_Poster_Dataset/1986/tt0092022.jpg
948,tt0092117,"Musical, Comedy",Movie_Poster_Dataset/1986/tt0092117.jpg
949,tt0091836,"Drama, Thriller, Crime",Movie_Poster_Dataset/1986/tt0091836.jpg
950,tt0090904,"Action, Crime, Thriller",Movie_Poster_Dataset/1986/tt0090904.jpg
951,tt0090670,"Crime, Drama",Movie_Poster_Dataset/1986/tt0090670.jpg
952,tt0091934,"Adventure, Crime, Drama",Movie_Poster_Dataset/1986/tt0091934.jpg
953,tt0091963,"Action, Adventure, War",Movie_Poster_Dataset/1986/tt0091963.jpg
954,tt0091647,"Horror, Mystery, Thriller",Movie_Poster_Dataset/1986/tt0091647.jpg
955,tt0091817,"Drama, Sport",Movie_Poster_Dataset/1986/tt0091817.jpg
956,tt0090563,"Drama, Romance",Movie_Poster_Dataset/1986/tt0090563.jpg
957,tt0090848,"Adventure, Drama, Fantasy",Movie_Poster_Dataset/1986/tt0090848.jpg
958,tt0091282,"Adventure, Action, Comedy",Movie_Poster_Dataset/1986/tt0091282.jpg
959,tt0090985,"Comedy, Drama",Movie_Poster_Dataset/1986/tt0090985.jpg
960,tt0091815,Action,Movie_Poster_Dataset/1986/tt0091815.jpg
961,tt0091415,Horror,Movie_Poster_Dataset/1986/tt0091415.jpg
962,tt0091981,"Action, Drama, Sci-Fi",Movie_Poster_Dataset/1986/tt0091981.jpg
963,tt0091886,"Drama, History, Thriller",Movie_Poster_Dataset/1986/tt0091886.jpg
964,tt0090852,Comedy,Movie_Poster_Dataset/1986/tt0090852.jpg
965,tt0090967,"Comedy, Crime, Drama",Movie_Poster_Dataset/1986/tt0090967.jpg
966,tt0091123,Animation,Movie_Poster_Dataset/1986/tt0091123.jpg
967,tt0090568,"Action, Adventure, Crime",Movie_Poster_Dataset/1986/tt0090568.jpg
968,tt0091613,Drama,Movie_Poster_Dataset/1986/tt0091613.jpg
969,tt0091083,"Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0091083.jpg
970,tt0092306,"Drama, Romance",Movie_Poster_Dataset/1986/tt0092306.jpg
971,tt0092104,"Comedy, Drama, Romance",Movie_Poster_Dataset/1986/tt0092104.jpg
972,tt0090710,"Drama, History, Romance",Movie_Poster_Dataset/1986/tt0090710.jpg
973,tt0091164,"Thriller, Drama",Movie_Poster_Dataset/1986/tt0091164.jpg
974,tt0090585,"Drama, Fantasy, Musical",Movie_Poster_Dataset/1986/tt0090585.jpg
975,tt0092068,"Comedy, Crime, Drama",Movie_Poster_Dataset/1986/tt0092068.jpg
976,tt0091113,"Comedy, Drama",Movie_Poster_Dataset/1986/tt0091113.jpg
977,tt0092205,Adventure,Movie_Poster_Dataset/1986/tt0092205.jpg
978,tt0091534,Comedy,Movie_Poster_Dataset/1986/tt0091534.jpg
979,tt0091351,"Action, Music",Movie_Poster_Dataset/1986/tt0091351.jpg
980,tt0091630,"Comedy, Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0091630.jpg
981,tt0090576,"Drama, History, Romance",Movie_Poster_Dataset/1986/tt0090576.jpg
982,tt0090970,"Crime, Drama, Thriller",Movie_Poster_Dataset/1986/tt0090970.jpg
983,tt0090556,Drama,Movie_Poster_Dataset/1986/tt0090556.jpg
984,tt0090934,"Drama, Family, Romance",Movie_Poster_Dataset/1986/tt0090934.jpg
985,tt0092195,"Action, Comedy, Music",Movie_Poster_Dataset/1986/tt0092195.jpg
986,tt0092074,"Comedy, Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0092074.jpg
987,tt0091019,"Drama, Romance, War",Movie_Poster_Dataset/1986/tt0091019.jpg
988,tt0091374,"Biography, Drama, History",Movie_Poster_Dataset/1986/tt0091374.jpg
989,tt0090769,"Biography, Drama, Sport",Movie_Poster_Dataset/1986/tt0090769.jpg
990,tt0089221,"Comedy, Drama",Movie_Poster_Dataset/1986/tt0089221.jpg
991,tt0091400,"Action, Adventure",Movie_Poster_Dataset/1986/tt0091400.jpg
992,tt0094037,"Action, Comedy",Movie_Poster_Dataset/1986/tt0094037.jpg
993,tt0093315,"Comedy, Sport",Movie_Poster_Dataset/1986/tt0093315.jpg
994,tt0090092,Documentary,Movie_Poster_Dataset/1986/tt0090092.jpg
995,tt0090559,"Documentary, Sport",Movie_Poster_Dataset/1986/tt0090559.jpg
996,tt0091173,Comedy,Movie_Poster_Dataset/1986/tt0091173.jpg
997,tt0091213,"Action, Comedy, Crime",Movie_Poster_Dataset/1986/tt0091213.jpg
998,tt0092172,"Action, Horror, Sci-Fi",Movie_Poster_Dataset/1986/tt0092172.jpg
999,tt0092934,Drama,Movie_Poster_Dataset/1986/tt0092934.jpg
1000,tt0413300,"Action, Adventure",Movie_Poster_Dataset/2007/tt0413300.jpg
1001,tt0413267,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0413267.jpg
1002,tt0418279,"Action, Adventure, Sci-Fi",Movie_Poster_Dataset/2007/tt0418279.jpg
1003,tt0449088,"Action, Adventure, Fantasy",Movie_Poster_Dataset/2007/tt0449088.jpg
1004,tt0373889,"Adventure, Family, Fantasy",Movie_Poster_Dataset/2007/tt0373889.jpg
1005,tt0480249,"Drama, Sci-Fi, Thriller",Movie_Poster_Dataset/2007/tt0480249.jpg
1006,tt0440963,"Action, Thriller",Movie_Poster_Dataset/2007/tt0440963.jpg
1007,tt0465234,"Action, Adventure, Mystery",Movie_Poster_Dataset/2007/tt0465234.jpg
1008,tt0952640,"Animation, Comedy, Family",Movie_Poster_Dataset/2007/tt0952640.jpg
1009,tt0892737,Documentary,Movie_Poster_Dataset/2007/tt0892737.jpg
1010,tt0382932,"Animation, Comedy, Family",Movie_Poster_Dataset/2007/tt0382932.jpg
1011,tt0462538,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0462538.jpg
1012,tt0486946,"Action, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0486946.jpg
1013,tt0478311,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0478311.jpg
1014,tt0467406,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0467406.jpg
1015,tt0293564,"Action, Comedy, Crime",Movie_Poster_Dataset/2007/tt0293564.jpg
1016,tt0337978,"Action, Adventure, Thriller",Movie_Poster_Dataset/2007/tt0337978.jpg
1017,tt0486576,"Action, Adventure, Sci-Fi",Movie_Poster_Dataset/2007/tt0486576.jpg
1018,tt0765429,"Biography, Crime, Drama",Movie_Poster_Dataset/2007/tt0765429.jpg
1019,tt0461770,"Animation, Comedy, Family",Movie_Poster_Dataset/2007/tt0461770.jpg
1020,tt0389790,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0389790.jpg
1021,tt0829482,Comedy,Movie_Poster_Dataset/2007/tt0829482.jpg
1022,tt0445934,"Comedy, Sport",Movie_Poster_Dataset/2007/tt0445934.jpg
1023,tt0496806,"Crime, Thriller",Movie_Poster_Dataset/2007/tt0496806.jpg
1024,tt0259324,"Action, Fantasy, Thriller",Movie_Poster_Dataset/2007/tt0259324.jpg
1025,tt0413099,"Comedy, Family, Fantasy",Movie_Poster_Dataset/2007/tt0413099.jpg
1026,tt0396555,"Animation, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0396555.jpg
1027,tt0477051,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0477051.jpg
1028,tt0825232,"Adventure, Comedy, Drama",Movie_Poster_Dataset/2007/tt0825232.jpg
1029,tt0492956,"Comedy, Family, Sport",Movie_Poster_Dataset/2007/tt0492956.jpg
1030,tt0442933,"Animation, Action, Adventure",Movie_Poster_Dataset/2007/tt0442933.jpg
1031,tt0398808,"Adventure, Drama, Family",Movie_Poster_Dataset/2007/tt0398808.jpg
1032,tt0486822,"Drama, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0486822.jpg
1033,tt0477348,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0477348.jpg
1034,tt0486583,"Comedy, Family, Fantasy",Movie_Poster_Dataset/2007/tt0486583.jpg
1035,tt0450385,"Fantasy, Horror",Movie_Poster_Dataset/2007/tt0450385.jpg
1036,tt0385752,"Adventure, Family, Fantasy",Movie_Poster_Dataset/2007/tt0385752.jpg
1037,tt0472062,"Biography, Comedy, Drama",Movie_Poster_Dataset/2007/tt0472062.jpg
1038,tt0890870,"Horror, Mystery",Movie_Poster_Dataset/2007/tt0890870.jpg
1039,tt0775539,"Drama, Music, Romance",Movie_Poster_Dataset/2007/tt0775539.jpg
1040,tt0423294,"Animation, Comedy, Family",Movie_Poster_Dataset/2007/tt0423294.jpg
1041,tt0453556,"Animation, Action, Adventure",Movie_Poster_Dataset/2007/tt0453556.jpg
1042,tt0431308,"Drama, Romance",Movie_Poster_Dataset/2007/tt0431308.jpg
1043,tt0408236,"Drama, Horror, Musical",Movie_Poster_Dataset/2007/tt0408236.jpg
1044,tt0783233,"Drama, Mystery, Romance",Movie_Poster_Dataset/2007/tt0783233.jpg
1045,tt0432021,"Action, Horror, Sci-Fi",Movie_Poster_Dataset/2007/tt0432021.jpg
1046,tt0758766,"Comedy, Music, Romance",Movie_Poster_Dataset/2007/tt0758766.jpg
1047,tt0422774,"Comedy, Drama, Family",Movie_Poster_Dataset/2007/tt0422774.jpg
1048,tt0937375,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0937375.jpg
1049,tt0465538,"Crime, Drama, Mystery",Movie_Poster_Dataset/2007/tt0465538.jpg
1050,tt0477071,"Drama, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0477071.jpg
1051,tt0480242,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0480242.jpg
1052,tt0431197,"Action, Drama, Thriller",Movie_Poster_Dataset/2007/tt0431197.jpg
1053,tt0822854,"Action, Crime, Drama",Movie_Poster_Dataset/2007/tt0822854.jpg
1054,tt0762114,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0762114.jpg
1055,tt0467110,"Action, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0467110.jpg
1056,tt0481141,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0481141.jpg
1057,tt0490084,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0490084.jpg
1058,tt1153702,Adventure,Movie_Poster_Dataset/2007/tt1153702.jpg
1059,tt0469494,Drama,Movie_Poster_Dataset/2007/tt0469494.jpg
1060,tt0799949,"Adventure, Comedy",Movie_Poster_Dataset/2007/tt0799949.jpg
1061,tt0465494,"Action, Crime, Drama",Movie_Poster_Dataset/2007/tt0465494.jpg
1062,tt0389722,"Horror, Thriller",Movie_Poster_Dataset/2007/tt0389722.jpg
1063,tt0488120,"Crime, Drama, Mystery",Movie_Poster_Dataset/2007/tt0488120.jpg
1064,tt0486655,"Adventure, Family, Fantasy",Movie_Poster_Dataset/2007/tt0486655.jpg
1065,tt0476964,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0476964.jpg
1066,tt0408839,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0408839.jpg
1067,tt0463998,"Biography, Crime, Drama",Movie_Poster_Dataset/2007/tt0463998.jpg
1068,tt1148297,Short,Movie_Poster_Dataset/2007/tt1148297.jpg
1069,tt0425430,"Drama, Horror, Thriller",Movie_Poster_Dataset/2007/tt0425430.jpg
1070,tt0481369,"Drama, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0481369.jpg
1071,tt0452625,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0452625.jpg
1072,tt0453451,"Comedy, Family",Movie_Poster_Dataset/2007/tt0453451.jpg
1073,tt0401997,"Biography, Crime, Drama",Movie_Poster_Dataset/2007/tt0401997.jpg
1074,tt0443706,"Crime, Drama, History",Movie_Poster_Dataset/2007/tt0443706.jpg
1075,tt0424823,"Comedy, Crime, Sport",Movie_Poster_Dataset/2007/tt0424823.jpg
1076,tt0457419,"Comedy, Family, Fantasy",Movie_Poster_Dataset/2007/tt0457419.jpg
1077,tt0426931,"Drama, Music",Movie_Poster_Dataset/2007/tt0426931.jpg
1078,tt0427309,"Biography, Drama",Movie_Poster_Dataset/2007/tt0427309.jpg
1079,tt0463854,"Horror, Sci-Fi",Movie_Poster_Dataset/2007/tt0463854.jpg
1080,tt0498399,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0498399.jpg
1081,tt0780571,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0780571.jpg
1082,tt0367959,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0367959.jpg
1083,tt0489237,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0489237.jpg
1084,tt0419984,"Comedy, Romance, Sport",Movie_Poster_Dataset/2007/tt0419984.jpg
1085,tt0479500,"Comedy, Crime, Family",Movie_Poster_Dataset/2007/tt0479500.jpg
1086,tt0884328,"Horror, Sci-Fi, Thriller",Movie_Poster_Dataset/2007/tt0884328.jpg
1087,tt0444682,"Horror, Thriller",Movie_Poster_Dataset/2007/tt0444682.jpg
1088,tt0462322,"Action, Horror, Thriller",Movie_Poster_Dataset/2007/tt0462322.jpg
1089,tt0386032,"Documentary, Drama",Movie_Poster_Dataset/2007/tt0386032.jpg
1090,tt0445922,"Drama, Fantasy, Musical",Movie_Poster_Dataset/2007/tt0445922.jpg
1091,tt0457433,"Crime, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0457433.jpg
1092,tt0425112,"Action, Comedy",Movie_Poster_Dataset/2007/tt0425112.jpg
1093,tt0499556,"Action, Crime, Thriller",Movie_Poster_Dataset/2007/tt0499556.jpg
1094,tt0768212,"Family, Sci-Fi",Movie_Poster_Dataset/2007/tt0768212.jpg
1095,tt1013506,Music,Movie_Poster_Dataset/2007/tt1013506.jpg
1096,tt1182281,"Documentary, Short",Movie_Poster_Dataset/2007/tt1182281.jpg
1097,tt0435670,"Crime, Drama, Fantasy",Movie_Poster_Dataset/2007/tt0435670.jpg
1098,tt0499554,"Comedy, Crime",Movie_Poster_Dataset/2007/tt0499554.jpg
1099,tt0452623,"Crime, Drama, Mystery",Movie_Poster_Dataset/2007/tt0452623.jpg
1100,tt0490204,Drama,Movie_Poster_Dataset/2007/tt0490204.jpg
1101,tt0452702,"Horror, Thriller",Movie_Poster_Dataset/2007/tt0452702.jpg
1102,tt0791304,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0791304.jpg
1103,tt0473308,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0473308.jpg
1104,tt0416508,"Biography, Drama, Romance",Movie_Poster_Dataset/2007/tt0416508.jpg
1105,tt0758758,"Adventure, Biography, Drama",Movie_Poster_Dataset/2007/tt0758758.jpg
1106,tt0841046,"Comedy, Music",Movie_Poster_Dataset/2007/tt0841046.jpg
1107,tt0435705,"Action, Sci-Fi, Thriller",Movie_Poster_Dataset/2007/tt0435705.jpg
1108,tt0498353,Horror,Movie_Poster_Dataset/2007/tt0498353.jpg
1109,tt0765443,"Crime, Thriller",Movie_Poster_Dataset/2007/tt0765443.jpg
1110,tt0455760,Horror,Movie_Poster_Dataset/2007/tt0455760.jpg
1111,tt0414055,"Biography, Drama, History",Movie_Poster_Dataset/2007/tt0414055.jpg
1112,tt0419887,Drama,Movie_Poster_Dataset/2007/tt0419887.jpg
1113,tt1620770,N/A,Movie_Poster_Dataset/2007/tt1620770.jpg
1114,tt1334219,Short,Movie_Poster_Dataset/2007/tt1334219.jpg
1115,tt0427392,"Sci-Fi, Thriller",Movie_Poster_Dataset/2007/tt0427392.jpg
1116,tt0891527,"Drama, Thriller, War",Movie_Poster_Dataset/2007/tt0891527.jpg
1117,tt0211933,"Crime, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0211933.jpg
1118,tt0787475,Comedy,Movie_Poster_Dataset/2007/tt0787475.jpg
1119,tt0476995,"Action, Comedy, Family",Movie_Poster_Dataset/2007/tt0476995.jpg
1120,tt0790804,"Comedy, Sport",Movie_Poster_Dataset/2007/tt0790804.jpg
1121,tt0462244,"Comedy, Family",Movie_Poster_Dataset/2007/tt0462244.jpg
1122,tt0465602,"Action, Comedy, Crime",Movie_Poster_Dataset/2007/tt0465602.jpg
1123,tt0770772,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0770772.jpg
1124,tt0765447,"Drama, Romance",Movie_Poster_Dataset/2007/tt0765447.jpg
1125,tt0838221,"Adventure, Comedy, Drama",Movie_Poster_Dataset/2007/tt0838221.jpg
1126,tt0815244,"Comedy, Romance",Movie_Poster_Dataset/2007/tt0815244.jpg
1127,tt0419843,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0419843.jpg
1128,tt0372873,"Action, Drama, Fantasy",Movie_Poster_Dataset/2007/tt0372873.jpg
1129,tt0772193,"Action, Adventure, Crime",Movie_Poster_Dataset/2007/tt0772193.jpg
1130,tt0450188,"Biography, Drama, Music",Movie_Poster_Dataset/2007/tt0450188.jpg
1131,tt0804452,"Comedy, Family, Music",Movie_Poster_Dataset/2007/tt0804452.jpg
1132,tt0804522,"Drama, Thriller",Movie_Poster_Dataset/2007/tt0804522.jpg
1133,tt0804461,"Action, Crime, Drama",Movie_Poster_Dataset/2007/tt0804461.jpg
1134,tt0907657,"Drama, Music, Romance",Movie_Poster_Dataset/2007/tt0907657.jpg
1135,tt0829459,"Biography, Drama, History",Movie_Poster_Dataset/2007/tt0829459.jpg
1136,tt0484562,"Adventure, Drama, Family",Movie_Poster_Dataset/2007/tt0484562.jpg
1137,tt0462229,"Action, Comedy, Crime",Movie_Poster_Dataset/2007/tt0462229.jpg
1138,tt0800003,"Action, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0800003.jpg
1139,tt1095453,"Short, Drama",Movie_Poster_Dataset/2007/tt1095453.jpg
1140,tt1145169,"Short, Biography, Music",Movie_Poster_Dataset/2007/tt1145169.jpg
1141,tt0415965,"Comedy, Drama, Family",Movie_Poster_Dataset/2007/tt0415965.jpg
1142,tt0897361,"Crime, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0897361.jpg
1143,tt0443473,"Action, Thriller",Movie_Poster_Dataset/2007/tt0443473.jpg
1144,tt1266072,Thriller,Movie_Poster_Dataset/2007/tt1266072.jpg
1145,tt0464141,"Drama, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0464141.jpg
1146,tt0292963,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0292963.jpg
1147,tt0475355,"Drama, Family, Sport",Movie_Poster_Dataset/2007/tt0475355.jpg
1148,tt1108828,"Short, Horror",Movie_Poster_Dataset/2007/tt1108828.jpg
1149,tt0780595,Action,Movie_Poster_Dataset/2007/tt0780595.jpg
1150,tt0478134,"Crime, Drama, Mystery",Movie_Poster_Dataset/2007/tt0478134.jpg
1151,tt0775529,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0775529.jpg
1152,tt0401383,"Biography, Drama",Movie_Poster_Dataset/2007/tt0401383.jpg
1153,tt0805564,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0805564.jpg
1154,tt0462396,"Action, Adventure, Fantasy",Movie_Poster_Dataset/2007/tt0462396.jpg
1155,tt0756703,"Drama, Music",Movie_Poster_Dataset/2007/tt0756703.jpg
1156,tt0841032,"Comedy, Family, Fantasy",Movie_Poster_Dataset/2007/tt0841032.jpg
1157,tt0338216,"Drama, Romance, Sport",Movie_Poster_Dataset/2007/tt0338216.jpg
1158,tt0785077,"Comedy, Sport",Movie_Poster_Dataset/2007/tt0785077.jpg
1159,tt0455326,"Animation, Action, Adventure",Movie_Poster_Dataset/2007/tt0455326.jpg
1160,tt1156320,"Documentary, Short",Movie_Poster_Dataset/2007/tt1156320.jpg
1161,tt0484740,"Drama, Romance",Movie_Poster_Dataset/2007/tt0484740.jpg
1162,tt0808357,"Drama, Romance, Thriller",Movie_Poster_Dataset/2007/tt0808357.jpg
1163,tt0427470,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0427470.jpg
1164,tt0796368,"Biography, Drama, History",Movie_Poster_Dataset/2007/tt0796368.jpg
1165,tt0772178,Comedy,Movie_Poster_Dataset/2007/tt0772178.jpg
1166,tt0808417,"Animation, Biography, Drama",Movie_Poster_Dataset/2007/tt0808417.jpg
1167,tt0841044,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0841044.jpg
1168,tt0368794,"Biography, Drama, Music",Movie_Poster_Dataset/2007/tt0368794.jpg
1169,tt0859760,"Action, Adventure, Comedy",Movie_Poster_Dataset/2007/tt0859760.jpg
1170,tt0804516,"Crime, Horror, Thriller",Movie_Poster_Dataset/2007/tt0804516.jpg
1171,tt0443680,"Biography, Crime, Drama",Movie_Poster_Dataset/2007/tt0443680.jpg
1172,tt0790602,"Action, Drama, Thriller",Movie_Poster_Dataset/2007/tt0790602.jpg
1173,tt0448134,"Adventure, Sci-Fi, Thriller",Movie_Poster_Dataset/2007/tt0448134.jpg
1174,tt1024943,"Action, Comedy, Drama",Movie_Poster_Dataset/2007/tt1024943.jpg
1175,tt0866437,"Comedy, Drama, Romance",Movie_Poster_Dataset/2007/tt0866437.jpg
1176,tt0397044,"Drama, Fantasy, Horror",Movie_Poster_Dataset/2007/tt0397044.jpg
1177,tt0800027,"Drama, Romance",Movie_Poster_Dataset/2007/tt0800027.jpg
1178,tt0469623,Drama,Movie_Poster_Dataset/2007/tt0469623.jpg
1179,tt0416185,"Drama, Sport",Movie_Poster_Dataset/2007/tt0416185.jpg
1180,tt0775488,"Crime, Drama, Thriller",Movie_Poster_Dataset/2007/tt0775488.jpg
1181,tt0441007,"Biography, Drama, Sport",Movie_Poster_Dataset/2007/tt0441007.jpg
1182,tt0374563,"Crime, Mystery, Thriller",Movie_Poster_Dataset/2007/tt0374563.jpg
1183,tt0796375,"Comedy, Crime, Romance",Movie_Poster_Dataset/2007/tt0796375.jpg
1184,tt0499375,"Biography, Drama, Musical",Movie_Poster_Dataset/2007/tt0499375.jpg
1185,tt0757361,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0757361.jpg
1186,tt1230178,Documentary,Movie_Poster_Dataset/2007/tt1230178.jpg
1187,tt0485272,"Comedy, Drama, Musical",Movie_Poster_Dataset/2007/tt0485272.jpg
1188,tt0756729,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0756729.jpg
1189,tt0806088,"Comedy, Drama",Movie_Poster_Dataset/2007/tt0806088.jpg
1190,tt0912593,"Documentary, War",Movie_Poster_Dataset/2007/tt0912593.jpg
